Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_a,char_s,char_n,char_i,char_r,char_l,char_t,char_o,char_u,char_d,char_c,char_m,char_p,char_v,char_g,char_b,char_f,char_h,char_q,Language,char_k,char_y,char_j,char_w,char_z,char_ſ,char_ī,char_é,char_þ,char_ä,char_ö,char_á,char_æ,char_о,char_а,char_е,char_к,char_и,char_т,char_н,char_р,char_л,char_с,char_в,char_у,char_п,char_д,char_б,char_ь,char_м,char_ч,char_я,char_í,char_å,char_ó
William Congreve,e,11.16,t,8.54,a,8.34,o,8.27,i,7.51,n,6.43,r,6.36,s,5.93,h,5.17,l,4.57,11.16,8.34,5.93,6.43,7.51,6.36,4.57,8.54,8.27,3.35,3.77,2.33,3.49,1.7,,1.52,1.58,2.5,5.17,,English,,2.85,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Coxe,e,12.55,t,9.61,a,8.16,o,7.56,s,7.11,n,7.05,i,6.79,r,6.47,h,5.85,d,4.0,12.55,8.16,7.11,7.05,6.79,6.47,3.19,9.61,7.56,2.65,4.0,2.96,2.24,1.79,,1.56,1.55,2.81,5.85,,English,,1.53,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William D. Lighthall,e,12.55,t,9.34,a,8.04,o,7.73,n,6.89,r,6.88,i,6.8,s,5.76,h,5.28,d,4.15,12.55,8.04,5.76,6.89,6.8,6.88,3.49,9.34,7.73,2.73,4.15,3.25,2.54,2.02,,2.15,1.65,2.58,5.28,,English,,1.79,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Dugdale,e,11.92,t,8.8,o,8.07,a,7.15,i,7.03,n,6.72,s,6.3,r,6.03,h,5.03,d,4.26,11.92,7.15,6.3,6.72,7.03,6.03,4.2,8.8,8.07,3.4,4.26,2.8,2.92,2.06,,2.35,1.48,2.45,5.03,,English,,2.56,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Eleroy Curtis,e,12.53,t,9.25,a,8.06,n,7.58,o,7.52,i,7.39,s,6.22,r,5.97,h,5.71,d,4.36,12.53,8.06,6.22,7.58,7.39,5.97,3.95,9.25,7.52,2.55,4.36,3.04,2.56,2.02,,1.8,1.36,2.37,5.71,,English,,1.66,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William H. Herndon,e,12.5,t,9.15,a,7.86,o,7.62,n,7.55,i,7.35,s,6.13,r,5.93,h,5.82,d,4.3,12.5,7.86,6.13,7.55,7.35,5.93,4.22,9.15,7.62,2.62,4.3,2.82,2.52,1.81,,1.92,1.38,2.45,5.82,,English,,1.72,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Henry Barker,e,13.31,t,9.55,a,7.87,o,7.43,h,7.05,n,6.77,i,6.62,s,5.63,r,5.61,d,4.56,13.31,7.87,5.63,6.77,6.62,5.61,3.76,9.55,7.43,2.57,4.56,2.28,2.55,1.74,,2.22,1.36,2.31,7.05,,English,,1.92,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Henry Meadowcroft,e,13.06,t,10.34,o,7.63,a,7.35,i,7.01,r,6.46,n,6.44,s,5.88,h,5.31,l,4.03,13.06,7.35,5.88,6.44,7.01,6.46,4.03,10.34,7.63,3.08,3.13,3.72,2.27,2.24,,1.97,1.49,2.15,5.31,,English,,2.0,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Henry Newlin,e,12.88,t,8.81,o,8.16,a,7.76,n,7.24,r,6.48,i,6.14,s,5.95,h,5.38,d,4.94,12.88,7.76,5.95,7.24,6.14,6.48,3.61,8.81,8.16,3.24,4.94,2.67,2.23,1.83,,2.16,1.4,2.33,5.38,,English,,1.51,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Holmes McGuffey,e,11.44,t,9.62,o,8.2,i,7.38,a,7.18,n,6.8,s,6.26,r,5.88,h,5.28,l,4.59,11.44,7.18,6.26,6.8,7.38,5.88,4.59,9.62,8.2,2.8,3.83,2.84,2.22,2.18,,2.37,1.71,1.97,5.28,,English,,2.19,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William J. Long,e,12.49,t,8.7,a,7.8,o,7.46,i,7.33,s,7.21,n,7.02,r,6.56,h,5.63,l,4.45,12.49,7.8,7.21,7.02,7.33,6.56,4.45,8.7,7.46,2.43,3.76,2.77,2.42,1.9,,1.96,1.44,2.57,5.63,,English,,1.91,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William James,e,12.48,t,9.69,i,7.96,o,7.71,a,7.47,n,7.22,s,7.02,r,5.61,h,5.38,l,4.01,12.48,7.47,7.02,7.22,7.96,5.61,4.01,9.69,7.71,2.77,3.2,3.25,2.57,1.95,,1.76,1.47,2.57,5.38,,English,,1.85,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William John Courthope,e,12.51,t,9.56,a,7.75,i,7.66,o,7.65,n,6.94,s,6.67,r,6.12,h,5.84,d,3.97,12.51,7.75,6.67,6.94,7.66,6.12,3.6,9.56,7.65,2.65,3.97,3.09,2.35,2.16,,1.73,1.42,2.67,5.84,,English,,1.64,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Lord Watts,e,12.29,t,9.01,a,8.03,o,7.47,n,6.7,i,6.45,r,6.29,s,6.18,h,5.49,l,4.07,12.29,8.03,6.18,6.7,6.45,6.29,4.07,9.01,7.47,3.14,4.07,2.93,2.38,1.97,,2.02,1.55,2.68,5.49,,English,,1.57,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Lyon Phelps,e,12.38,t,9.03,a,7.77,o,7.67,i,7.5,n,6.96,s,6.88,r,6.29,h,5.86,l,4.14,12.38,7.77,6.88,6.96,7.5,6.29,4.14,9.03,7.67,2.56,3.55,2.51,2.73,2.05,,1.95,1.51,2.45,5.86,,English,,1.97,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Makepeace Thackeray,e,12.37,t,8.44,a,8.29,o,7.59,n,6.77,h,6.53,s,6.44,i,6.42,r,6.2,d,4.69,12.37,8.29,6.44,6.77,6.42,6.2,3.95,8.44,7.59,2.7,4.69,2.54,2.65,1.75,,2.13,1.64,2.13,6.53,,English,,2.03,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Morrison,e,12.3,t,10.04,o,8.06,a,7.41,i,6.87,n,6.53,r,6.15,s,5.41,h,5.3,d,4.25,12.3,7.41,5.41,6.53,6.87,6.15,3.66,10.04,8.06,3.38,4.25,3.1,2.31,2.13,,2.4,1.63,2.38,5.3,,English,,2.09,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Shakespeare,e,11.98,t,8.82,o,8.27,a,7.61,i,6.68,s,6.51,n,6.45,r,6.24,h,6.21,l,4.4,11.98,7.61,6.51,6.45,6.68,6.24,4.4,8.82,8.27,3.37,3.91,2.32,2.9,1.55,,1.83,1.59,2.13,6.21,,English,,2.43,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Stephens,e,12.07,t,9.69,o,8.03,i,7.34,a,7.17,n,6.82,r,6.33,s,6.19,h,6.07,l,3.65,12.07,7.17,6.19,6.82,7.34,6.33,3.65,9.69,8.03,2.93,3.64,3.41,2.22,2.14,,2.16,1.67,2.3,6.07,,English,,1.96,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Strunk,e,13.01,t,9.55,o,7.75,i,7.63,a,7.13,n,7.05,s,6.8,r,6.55,h,4.64,l,3.66,13.01,7.13,6.8,7.05,7.63,6.55,3.66,9.55,7.75,2.91,3.42,3.44,2.51,2.42,,1.81,1.65,2.41,4.64,,English,,1.72,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Stubbs,e,12.92,t,9.12,a,7.76,o,7.64,n,7.35,i,6.91,r,6.42,h,6.33,s,6.27,d,4.25,12.92,7.76,6.27,7.35,6.91,6.42,3.64,9.12,7.64,2.39,4.25,3.13,2.29,1.82,,1.92,1.48,2.68,6.33,,English,,1.59,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Stukeley,e,12.51,t,9.61,a,7.68,o,7.45,i,7.26,n,6.94,s,6.48,r,6.43,h,6.01,l,3.71,12.51,7.68,6.48,6.94,7.26,6.43,3.71,9.61,7.45,2.9,3.55,2.83,2.56,2.04,,1.84,1.71,2.45,6.01,,English,,1.68,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William T. Sherman,e,12.35,t,9.16,a,8.54,o,7.91,n,7.29,r,6.63,i,6.4,s,5.92,h,5.38,d,4.49,12.35,8.54,5.92,7.29,6.4,6.63,3.98,9.16,7.91,2.63,4.49,2.84,2.72,1.77,,2.01,1.52,2.47,5.38,,English,,1.71,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Wallace Bass,e,12.09,t,9.86,a,8.23,o,8.12,n,7.12,i,6.75,r,6.23,h,5.5,s,5.39,d,4.46,12.09,8.23,5.39,7.12,6.75,6.23,3.68,9.86,8.12,2.66,4.46,2.64,2.52,1.99,,1.99,1.55,2.26,5.5,,English,,1.77,,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Wallace Cook,e,12.45,t,8.94,o,7.91,a,7.79,i,6.84,n,6.63,r,6.28,s,5.94,h,5.72,d,4.25,12.45,7.79,5.94,6.63,6.84,6.28,4.01,8.94,7.91,3.18,4.25,2.48,2.71,2.04,,2.15,1.44,2.42,5.72,,English,,1.97,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Wilkinson,e,12.85,t,9.9,a,7.82,o,7.79,i,7.21,n,7.2,r,6.45,s,6.32,h,5.61,d,3.7,12.85,7.82,6.32,7.2,7.21,6.45,3.3,9.9,7.79,2.7,3.7,3.01,2.44,2.2,,1.73,1.43,2.57,5.61,,English,,1.69,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Withering,e,12.58,t,9.06,a,8.03,i,7.85,o,6.81,n,6.6,s,6.48,r,5.91,h,5.04,d,4.58,12.58,8.03,6.48,6.6,7.85,5.91,3.7,9.06,6.81,3.07,4.58,3.42,2.49,2.03,,1.93,1.53,2.78,5.04,,English,,1.77,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Wordsworth,e,12.23,t,9.07,o,7.77,a,7.72,n,6.69,h,6.67,i,6.5,s,6.36,r,6.08,d,4.59,12.23,7.72,6.36,6.69,6.5,6.08,4.41,9.07,7.77,2.64,4.59,2.07,2.62,1.64,,2.02,1.65,2.14,6.67,,English,,2.36,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolfgang Amadeus Mozart,e,12.21,t,9.11,a,8.2,o,8.09,i,7.44,n,6.75,s,6.13,r,5.99,h,5.7,l,4.1,12.21,8.2,6.13,6.75,7.44,5.99,4.1,9.11,8.09,2.92,3.68,2.61,3.0,1.69,,1.93,1.53,2.14,5.7,,English,,2.29,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Work Projects Administration,e,12.28,a,8.71,o,7.7,n,7.24,t,7.1,s,6.73,i,6.48,d,6.0,r,5.23,h,4.61,12.28,8.71,6.73,7.24,6.48,5.23,4.41,7.1,7.7,3.08,6.0,2.15,3.16,1.47,,2.16,1.9,1.74,4.61,,English,,2.29,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X. B. Saintine,e,12.81,t,9.01,o,7.85,i,7.37,a,7.34,n,6.98,r,6.4,s,6.29,h,5.89,d,4.12,12.81,7.34,6.29,6.98,7.37,6.4,3.79,9.01,7.85,2.81,4.12,3.11,2.43,2.14,,1.84,1.36,2.78,5.89,,English,,1.76,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenophon,e,12.78,t,9.31,a,8.1,o,7.66,h,6.74,n,6.74,s,6.58,i,6.3,r,5.98,d,4.25,12.78,8.1,6.58,6.74,6.3,5.98,3.66,9.31,7.66,3.0,4.25,2.48,2.43,1.66,,1.86,1.39,2.33,6.74,,English,,2.27,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yei Theodora Ozaki,e,12.7,t,9.22,a,8.11,o,8.05,h,7.41,n,6.54,i,6.26,s,5.95,r,5.81,d,4.78,12.7,8.11,5.95,6.54,6.26,5.81,3.73,9.22,8.05,2.69,4.78,1.96,2.51,1.56,,2.15,1.47,2.26,7.41,,English,,1.95,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yevgeny Zamyatin,e,12.64,t,9.22,o,7.63,a,7.57,i,7.18,n,6.73,s,6.15,r,5.89,h,5.78,l,4.55,12.64,7.57,6.15,6.73,7.18,5.89,4.55,9.22,7.63,3.01,4.12,2.27,2.72,1.65,,1.99,1.58,2.14,5.78,,English,,2.4,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yone Noguchi,e,12.13,t,8.41,a,7.91,i,7.78,o,7.65,n,6.5,s,6.28,r,5.93,h,5.47,l,4.21,12.13,7.91,6.28,6.5,7.78,5.93,4.21,8.41,7.65,2.88,3.68,2.7,3.09,2.05,,2.28,1.56,2.2,5.47,,English,,2.6,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.B. Bishop,e,12.01,t,9.55,a,8.04,o,7.78,i,7.03,n,6.92,r,6.07,s,5.86,h,5.79,d,4.63,12.01,8.04,5.86,6.92,7.03,6.07,3.87,9.55,7.78,3.01,4.63,2.65,2.43,1.72,,2.3,1.58,2.18,5.79,,English,,1.89,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zealia Brown Reed,e,12.42,t,9.39,a,7.83,o,7.68,n,6.93,i,6.56,r,6.43,s,5.9,h,5.37,d,4.39,12.42,7.83,5.9,6.93,6.56,6.43,3.96,9.39,7.68,2.85,4.39,2.94,2.22,1.96,,2.37,1.58,2.29,5.37,,English,,2.03,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__mile Zola,e,13.24,t,8.82,a,7.35,o,7.22,h,7.18,i,6.61,s,6.57,n,6.26,r,5.9,l,4.48,13.24,7.35,6.57,6.26,6.61,5.9,4.48,8.82,7.22,3.0,4.33,2.2,2.25,1.62,,2.42,1.64,2.28,7.18,,English,,1.88,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
___Abdu___l-Bah__,e,12.78,t,9.38,o,7.67,a,7.57,i,7.18,n,7.12,r,6.17,s,6.11,h,5.82,d,4.08,12.78,7.57,6.11,7.12,7.18,6.17,3.8,9.38,7.67,2.81,4.08,2.7,2.22,2.0,,2.14,1.76,2.53,5.82,,English,,1.72,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Æsop,e,12.6,t,9.79,a,8.11,o,7.91,h,6.85,n,6.37,i,6.02,s,5.9,r,5.49,d,4.59,12.6,8.11,5.9,6.37,6.02,5.49,4.09,9.79,7.91,2.99,4.59,2.21,2.18,1.71,,2.31,1.47,2.37,6.85,,English,,2.12,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Tullius Cicero,e,12.57,t,9.46,o,7.83,a,7.67,i,7.43,n,6.94,s,6.87,h,6.24,r,5.79,d,3.73,12.57,7.67,6.87,6.94,7.43,5.79,3.5,9.46,7.83,3.06,3.73,2.71,2.4,1.86,,1.65,1.61,2.45,6.24,,English and Latin,,1.91,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shortland, Edward",e,12.34,a,9.44,t,9.38,o,7.91,i,6.95,n,6.69,r,6.4,h,6.4,s,5.31,d,3.79,12.34,9.44,5.31,6.69,6.95,6.4,2.96,9.38,7.91,3.09,3.79,2.35,2.49,1.95,,2.1,,2.49,6.4,,English and Maori,1.37,1.51,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,e,15.35,t,8.16,o,7.54,a,6.75,n,6.45,s,6.06,r,5.76,h,5.71,i,5.14,d,4.41,15.35,6.75,6.06,6.45,5.14,5.76,4.3,8.16,7.54,2.66,4.41,2.1,2.2,,,1.87,1.79,2.5,5.71,,"English, Middle (1100-1500)",,3.44,,2.39,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Pushkin,a,10.91,i,10.49,t,9.48,n,8.6,e,8.15,s,6.75,o,5.39,l,5.36,ä,5.06,k,4.89,8.15,10.91,6.75,8.6,10.49,3.26,5.36,9.48,5.39,4.6,1.14,0.73,2.74,1.95,2.57,,,,2.86,,Finnish,4.89,1.49,1.87,,,,,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,
August Blanche,a,10.24,i,10.24,n,9.49,t,9.21,e,9.17,s,6.63,o,5.51,u,5.23,l,5.01,ä,4.48,9.17,10.24,6.63,9.49,10.24,3.22,5.01,9.21,5.51,5.23,1.16,0.72,3.28,2.01,2.27,,,,2.4,,Finnish,4.41,1.71,1.39,,,,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Constant,i,10.65,n,10.28,t,10.14,a,10.03,e,8.72,s,6.56,ä,5.67,l,5.66,o,5.18,u,4.96,8.72,10.03,6.56,10.28,10.65,2.21,5.66,10.14,5.18,4.96,1.09,0.37,3.51,1.38,2.06,,,,2.57,,Finnish,4.36,1.73,1.47,,,,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,
Björnstjerne Björnson,i,11.07,a,10.84,n,9.64,t,9.51,e,8.24,s,6.87,ä,6.08,l,5.59,k,4.94,o,4.81,8.24,10.84,6.87,9.64,11.07,2.36,5.59,9.51,4.81,4.67,0.82,,2.79,1.72,1.98,,,0.4,3.03,,Finnish,4.94,1.61,1.57,,,,,,,6.08,,,,,,,,,,,,,,,,,,,,,,,,,
Charles G. D. Roberts,a,11.67,i,10.92,n,9.39,t,9.09,e,7.8,s,6.82,ä,5.83,l,5.67,k,5.36,o,4.56,7.8,11.67,6.82,9.39,10.92,2.58,5.67,9.09,4.56,4.55,0.91,,3.23,1.97,2.43,,,,2.57,,Finnish,5.36,1.64,1.62,,,,,,,5.83,0.33,,,,,,,,,,,,,,,,,,,,,,,,
"Friedrich Heinrich Karl, Freiherr de La Motte-Fouqué",a,11.13,i,10.71,n,9.6,t,9.11,e,8.5,s,6.96,l,5.82,ä,5.22,u,4.75,k,4.63,8.5,11.13,6.96,9.6,10.71,2.69,5.82,9.11,4.44,4.75,1.22,0.4,3.03,1.7,2.29,,,,2.91,,Finnish,4.63,1.71,1.67,,,,,,,5.22,,,,,,,,,,,,,,,,,,,,,,,,,
H. G. Wells,i,10.65,a,10.22,t,9.31,n,9.18,e,8.92,s,6.56,l,5.54,o,5.52,u,4.72,k,4.48,8.92,10.22,6.56,9.18,10.65,3.26,5.54,9.31,5.52,4.72,1.22,0.84,3.23,2.0,1.92,,,,2.42,,Finnish,4.48,1.74,1.54,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,
Henrik Pontoppidan,a,10.46,i,10.44,n,9.83,t,9.64,e,8.35,s,6.64,ä,5.95,l,5.61,o,5.06,u,5.0,8.35,10.46,6.64,9.83,10.44,2.37,5.61,9.64,5.06,5.0,0.82,0.37,2.61,1.75,2.36,,,,3.02,,Finnish,4.93,1.71,1.7,,,,,,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,
I. S. Turgenev,a,11.61,i,10.84,n,9.69,t,9.3,e,8.2,s,7.08,ä,5.82,l,5.67,k,4.81,o,4.55,8.2,11.61,7.08,9.69,10.84,2.43,5.67,9.3,4.55,4.34,0.92,0.34,2.92,1.66,2.65,,,,2.92,,Finnish,4.81,1.55,1.52,,,,,,,5.82,,,,,,,,,,,,,,,,,,,,,,,,,
Jack London,a,11.41,i,10.74,t,9.4,n,9.07,e,8.03,s,6.88,l,5.49,ä,5.35,k,5.15,o,5.08,8.03,11.41,6.88,9.07,10.74,2.68,5.49,9.4,5.08,4.63,0.81,0.35,2.94,2.11,2.09,,,,2.64,,Finnish,5.15,1.7,2.0,,,,,,,5.35,,,,,,,,,,,,,,,,,,,,,,,,,
James Oliver Curwood,a,10.86,i,10.34,n,9.25,t,9.02,e,8.22,s,6.46,l,5.8,ä,5.72,k,5.24,o,5.17,8.22,10.86,6.46,9.25,10.34,2.57,5.8,9.02,5.17,4.77,1.1,,3.16,1.8,2.54,,0.38,,2.86,,Finnish,5.24,1.63,1.81,,,,,,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Olof Åberg,a,10.38,i,10.1,t,9.41,n,9.24,e,8.29,s,7.06,o,5.46,l,5.42,ä,5.4,k,4.59,8.29,10.38,7.06,9.24,10.1,2.93,5.42,9.41,5.46,4.58,1.19,0.73,2.65,2.02,2.16,,,,2.83,,Finnish,4.59,1.69,1.73,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Lie,a,11.17,i,10.96,n,10.04,t,8.46,e,8.01,s,7.38,l,6.08,ä,5.33,u,4.99,k,4.88,8.01,11.17,7.38,10.04,10.96,2.33,6.08,8.46,4.82,4.99,0.97,0.31,3.23,1.9,2.24,,,,2.46,,Finnish,4.88,1.59,1.7,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,
Juhani Aho,a,11.8,i,10.73,n,9.39,t,9.3,e,8.13,s,7.87,l,5.66,o,5.11,ä,5.11,k,4.96,8.13,11.8,7.87,9.39,10.73,2.16,5.66,9.3,5.11,4.82,0.95,,3.29,1.54,2.15,,,,2.18,,Finnish,4.96,1.68,1.86,,,,,,,5.11,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Kasimir Leino,a,10.97,i,10.11,n,10.06,t,8.62,e,7.82,s,6.56,u,5.92,o,5.87,l,5.51,k,5.04,7.82,10.97,6.56,10.06,10.11,2.85,5.51,8.62,5.87,5.92,0.93,0.5,3.11,1.71,2.42,,,,2.76,,Finnish,5.04,1.87,1.8,,,,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,
Kyösti Wilkuna,e,10.56,t,9.75,i,9.09,a,8.68,n,8.0,o,6.93,s,6.02,r,5.08,l,4.42,u,4.12,10.56,8.68,6.02,8.0,9.09,5.08,4.42,9.75,6.93,4.12,2.16,2.24,3.17,2.33,,1.63,,1.34,2.62,,Finnish,2.9,1.82,,,,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,
Larin-Kyösti,a,11.0,i,10.99,n,10.05,t,9.33,e,8.63,s,6.36,u,5.09,o,4.75,l,4.74,ä,4.73,8.63,11.0,6.36,10.05,10.99,3.61,4.74,9.33,4.75,5.09,1.14,0.67,3.49,1.78,1.93,,,,2.53,,Finnish,4.27,1.52,1.35,,,,,,,4.73,,,,,,,,,,,,,,,,,,,,,,,,,
Lauri Soini,a,11.15,i,10.59,t,9.28,n,8.86,e,8.14,s,6.51,o,5.65,l,5.65,k,4.88,ä,4.88,8.14,11.15,6.51,8.86,10.59,3.28,5.65,9.28,5.65,4.57,1.02,0.67,2.72,2.21,2.09,,,,2.39,,Finnish,4.88,1.76,1.56,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,,
Matti Kurikka,a,10.79,i,10.72,n,9.89,t,8.96,e,8.63,s,6.86,l,5.74,ä,5.31,o,5.18,k,4.71,8.63,10.79,6.86,9.89,10.72,2.76,5.74,8.96,5.18,4.23,1.02,0.57,3.69,1.69,1.75,,,,2.77,,Finnish,4.71,1.66,1.0,,,,,,,5.31,,,,,,,,,,,,,,,,,,,,,,,,,
Maurice Leblanc,i,10.71,a,10.41,n,9.62,t,9.38,e,8.86,s,6.9,l,5.84,ä,5.78,o,4.81,k,4.77,8.86,10.41,6.9,9.62,10.71,2.49,5.84,9.38,4.81,4.73,0.96,,3.19,1.86,2.13,,,,2.82,,Finnish,4.77,1.6,1.61,,,,,,,5.78,0.38,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Loti,a,11.69,i,10.47,t,9.23,n,9.14,e,8.31,s,6.72,l,5.88,u,5.31,k,5.24,o,4.96,8.31,11.69,6.72,9.14,10.47,2.44,5.88,9.23,4.96,5.31,0.99,,3.34,1.73,2.2,,0.27,,2.39,,Finnish,5.24,1.66,1.86,,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Louis Stevenson,i,11.29,a,10.95,n,9.81,t,8.92,e,8.45,s,6.76,l,5.68,ä,5.25,k,5.04,u,4.82,8.45,10.95,6.76,9.81,11.29,2.41,5.68,8.92,4.81,4.82,0.75,,3.68,1.93,2.33,,,,2.51,,Finnish,5.04,1.54,1.81,,,,,,,5.25,0.29,,,,,,,,,,,,,,,,,,,,,,,,
Selma Lagerlöf,a,10.95,i,10.41,n,9.64,t,9.09,e,8.57,s,6.63,ä,5.71,l,5.52,o,5.06,k,4.46,8.57,10.95,6.63,9.64,10.41,3.43,5.52,9.09,5.06,4.44,0.97,0.65,2.72,1.66,2.0,,,,3.07,,Finnish,4.46,1.58,1.68,,,,,,,5.71,,,,,,,,,,,,,,,,,,,,,,,,,
Sven Hedin,a,12.03,i,11.07,t,9.15,n,8.21,e,8.02,s,6.54,l,6.07,k,5.55,ä,5.28,o,4.71,8.02,12.03,6.54,8.21,11.07,2.4,6.07,9.15,4.71,4.58,0.78,,3.93,2.02,2.64,,,,2.1,,Finnish,5.55,1.59,2.1,,,,,,,5.28,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Viljo Kojo,a,9.74,i,9.68,e,9.44,n,9.09,t,8.48,s,6.19,o,5.64,l,5.28,u,5.27,k,4.47,9.44,9.74,6.19,9.09,9.68,4.05,5.28,8.48,5.64,5.27,1.58,1.39,2.71,2.18,1.86,,,,2.69,,Finnish,4.47,2.05,1.31,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
Édouard Laboulaye,a,12.22,i,10.42,n,9.53,t,8.85,e,7.8,s,6.86,l,5.93,ä,5.42,o,5.05,u,4.91,7.8,12.22,6.86,9.53,10.42,2.27,5.93,8.85,5.05,4.91,1.05,,3.21,1.8,1.98,,0.3,,2.84,,Finnish,4.9,1.48,1.86,,,,,,,5.42,,,,,,,,,,,,,,,,,,,,,,,,,
Øvre Richter Frich,i,11.03,a,10.89,n,9.42,t,9.28,e,8.13,s,6.9,l,5.75,ä,5.54,o,5.25,k,4.75,8.13,10.89,6.9,9.42,11.03,2.68,5.75,9.28,5.25,4.53,0.84,,3.27,1.67,2.17,0.4,,,2.82,,Finnish,4.75,1.57,1.67,,,,,,,5.54,,,,,,,,,,,,,,,,,,,,,,,,,
Alaeddine Haidar,e,14.03,s,8.04,a,7.64,t,7.55,n,7.29,r,7.0,i,6.72,o,5.86,u,5.65,l,5.28,14.03,7.64,8.04,7.29,6.72,7.0,5.28,7.55,5.86,5.65,3.72,3.19,2.71,2.64,1.4,1.39,1.1,1.26,1.33,,French,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Dumas,e,14.45,a,7.93,t,7.52,s,7.45,i,7.33,n,6.84,r,6.77,u,6.45,l,5.54,o,5.44,14.45,7.93,7.45,6.84,7.33,6.77,5.54,7.52,5.44,6.45,3.64,3.15,2.95,2.74,1.84,,0.92,1.07,0.92,1.2,French,,,,,,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
